Individual,Population,Locus1,,Locus2,,Locus3,,Locus4,,Locus5,,Locus6,,Locus7,,Locus8,,Locus9,,Locus10,,Locus11,,Locus12,,Locus13,,Locus14,,Locus15,,Locus16,,Locus17,,Locus18,,Locus19,,Locus20,,Locus21,
5,48,33,34,36,36,41,41,44,44,54,54,25,25,60,60,80,80,52,52,79,79,?,?,149,161,248,268,175,211,246,266,175,211,223,235,134,162,129,133,180,212,1,888
6,48,33,34,36,36,42,42,44,44,53,53,45,25,60,60,80,80,51,52,78,79,83,83,141,157,240,268,183,183,238,266,183,183,223,267,134,178,129,137,104,188,1,888
7,48,34,34,36,36,42,42,44,44,51,51,25,25,60,60,80,80,52,52,78,79,83,83,129,161,236,272,183,247,234,270,183,247,203,243,134,134,113,121,104,208,1,888
8,48,33,34,36,36,41,41,44,44,51,54,25,25,60,60,80,80,52,52,79,79,83,83,125,125,248,264,191,263,246,262,191,263,219,259,134,174,89,141,192,228,1,888
9,48,34,34,36,36,42,42,44,44,?,?,45,45,60,60,80,80,51,52,79,79,83,83,149,169,240,260,175,179,238,258,179,179,211,255,166,202,101,129,124,176,1,888
10,48,34,34,36,36,41,41,44,44,51,51,35,25,50,50,80,80,?,?,79,79,83,83,129,169,252,252,179,231,250,250,179,231,215,243,166,174,89,113,112,168,1,888
11,48,33,34,36,36,42,42,44,44,51,52,45,45,60,60,80,80,?,?,78,79,83,83,165,177,264,276,167,255,262,274,167,255,199,211,134,210,89,101,108,112,1,888
12,48,34,34,36,36,41,41,44,44,51,52,25,25,60,60,70,80,?,?,78,79,83,83,141,181,236,264,183,187,234,262,183,187,231,235,134,158,89,105,180,188,1,888
13,48,34,34,36,37,41,42,44,44,51,53,45,25,60,60,80,80,?,?,?,?,83,83,125,177,260,264,207,263,258,262,207,263,211,215,158,218,93,133,168,180,1,888
14,48,33,34,36,36,41,42,44,44,51,54,45,25,60,60,80,80,52,52,78,79,83,83,177,193,240,260,191,259,238,258,191,259,211,235,134,238,89,89,180,200,1,888
15,48,33,34,36,36,41,42,44,44,51,54,45,45,60,60,80,80,52,52,78,79,83,83,141,157,264,284,223,259,262,282,223,259,207,219,134,166,89,109,108,128,1,888
16,48,33,33,36,37,42,42,44,44,54,53,45,35,60,60,80,80,51,51,78,79,83,83,145,181,252,276,199,255,250,274,199,255,215,223,134,134,85,109,184,184,1,888
17,48,34,34,36,37,42,42,44,44,54,53,35,25,60,60,80,80,51,52,?,?,83,83,145,169,212,260,251,259,210,258,251,259,211,239,162,234,85,93,176,196,1,888
18,48,34,34,36,37,42,42,44,44,51,53,45,25,60,60,80,80,51,52,78,79,83,83,169,173,248,268,259,263,246,266,259,263,235,271,134,190,89,113,112,128,1,888
19,48,34,34,36,36,42,42,44,44,51,53,25,25,60,60,80,80,51,51,79,79,83,83,137,169,244,260,179,191,242,258,179,191,211,243,134,170,105,121,108,228,9,888
20,48,33,34,36,36,42,42,43,44,51,52,45,25,60,60,70,70,52,52,78,79,83,83,165,169,240,248,183,259,238,246,183,259,207,247,134,182,101,109,124,168,1,888
21,48,33,33,36,36,41,42,44,44,51,51,25,25,60,60,80,80,52,52,78,79,83,83,113,137,244,264,179,183,242,262,179,183,211,211,158,162,105,129,172,180,1,888
22,48,33,34,36,36,41,42,44,44,51,51,45,25,60,60,70,80,52,52,78,79,82,83,121,189,212,244,179,263,210,242,179,263,223,255,166,214,109,113,172,216,1,888
23,48,33,33,36,37,41,42,44,44,?,?,25,25,60,60,80,80,?,?,79,79,83,83,117,177,240,244,195,239,238,242,195,239,235,239,134,210,121,121,108,188,1,888
24,48,34,34,36,37,41,42,44,44,54,54,35,25,60,60,80,80,?,?,?,?,83,83,133,161,264,264,179,183,262,262,179,183,211,219,158,182,89,113,116,180,1,888
25,48,33,34,36,36,42,42,44,44,51,53,25,25,60,60,80,80,51,51,78,79,83,83,133,173,252,280,183,191,250,278,183,191,231,255,174,202,109,133,172,184,1,888
26,48,33,34,36,37,41,41,44,44,51,51,25,25,60,60,80,80,51,52,78,79,83,83,121,197,244,244,203,287,242,242,203,287,259,263,202,230,113,113,112,196,1,888
27,48,33,33,36,37,42,42,44,44,51,53,45,45,60,60,80,80,51,51,78,78,83,83,165,177,240,240,255,267,238,238,255,267,215,239,134,166,105,105,172,196,1,888
28,48,34,34,36,36,41,41,44,44,54,54,25,25,50,60,80,80,51,52,?,?,83,83,129,141,240,256,191,235,238,254,191,235,223,247,206,218,109,113,168,200,1,888
29,48,33,34,36,37,41,42,44,44,51,54,45,45,50,60,80,80,52,52,79,79,83,83,141,161,252,256,175,183,250,254,175,183,211,259,134,174,85,89,108,124,1,888
30,48,34,34,36,36,41,42,44,44,54,54,25,25,60,60,80,80,52,52,79,79,83,83,125,193,260,284,171,199,258,282,171,199,211,219,134,202,109,113,188,200,1,888
31,48,34,34,36,37,42,42,44,44,52,53,45,45,60,60,80,80,51,52,78,79,83,83,153,169,248,248,187,199,246,246,187,199,231,255,138,186,117,149,180,188,1,888
32,48,33,34,36,37,41,42,44,44,54,53,25,25,50,60,80,80,51,52,79,79,83,83,165,169,248,248,187,199,246,246,187,199,199,259,134,166,109,125,164,180,1,888
33,48,34,34,36,37,42,42,44,44,54,53,25,25,60,60,80,80,52,52,79,79,83,83,157,173,236,244,187,235,234,242,187,235,227,243,134,206,101,109,184,196,1,888
34,48,34,34,36,36,42,42,44,44,54,54,45,25,60,60,80,80,52,52,79,79,83,83,141,177,264,268,187,271,262,266,187,271,227,255,202,202,89,117,112,188,1,888
35,48,34,34,36,36,42,42,44,44,51,51,35,25,50,60,80,80,?,?,78,79,83,83,129,185,248,276,175,191,246,274,175,191,211,243,134,158,89,109,180,196,1,888
36,48,33,33,36,36,41,42,44,44,51,51,45,35,60,60,70,80,52,52,79,79,83,83,133,157,248,276,175,191,246,274,175,191,235,267,134,218,109,109,116,196,1,888
37,48,33,34,36,36,41,41,44,44,52,53,45,45,50,60,70,80,51,52,79,79,83,83,129,181,240,272,195,195,238,270,195,195,207,263,170,218,109,125,172,172,9,888
38,48,33,34,36,36,41,42,44,44,51,53,45,35,60,60,80,80,52,52,78,79,83,83,173,189,244,256,179,179,242,254,179,179,211,215,158,218,85,121,168,172,1,888
39,48,34,34,36,36,41,42,44,44,51,51,25,25,60,60,70,80,52,52,79,79,83,83,169,177,248,264,183,259,246,262,183,259,219,243,154,186,89,129,108,192,1,888
40,48,33,34,37,37,41,42,44,44,51,53,25,25,60,60,80,80,52,52,79,79,83,83,113,129,248,264,183,259,246,262,183,259,211,231,158,206,89,113,116,172,1,888
41,48,33,33,36,36,41,41,44,44,53,53,45,35,60,60,80,80,52,52,78,78,?,?,141,165,240,272,183,195,238,270,183,195,211,247,134,162,105,129,120,184,1,888
42,48,33,34,36,36,41,42,44,44,51,53,45,45,60,60,80,80,51,51,78,78,83,83,149,165,232,244,183,183,230,242,183,183,207,227,134,166,89,109,104,228,1,888
43,48,33,33,36,36,42,42,44,44,54,54,45,35,60,60,80,80,51,51,79,79,83,83,113,173,232,244,183,183,230,242,183,183,239,247,170,206,89,113,104,180,1,888
44,48,33,34,36,36,42,42,44,44,52,53,45,25,50,60,80,80,51,52,79,79,83,83,165,181,240,260,187,263,238,258,187,263,207,271,158,194,109,113,124,184,1,888
45,48,34,34,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,78,79,83,83,161,165,244,252,167,263,242,250,167,263,211,243,170,202,89,89,104,172,1,888
46,48,33,34,36,36,41,42,44,44,54,53,45,35,60,60,80,80,51,52,79,79,83,83,153,161,248,264,171,203,246,262,171,203,211,251,134,182,113,125,120,180,1,888
47,48,34,34,36,36,42,42,44,44,51,53,25,25,60,60,80,80,51,52,78,79,83,83,157,189,248,264,171,203,246,262,171,203,211,227,170,178,89,109,192,196,1,888
48,48,33,33,36,36,41,42,44,44,51,53,25,25,60,60,80,80,51,52,79,79,83,83,145,149,260,268,183,187,258,266,183,187,211,211,134,190,89,101,112,128,1,888
49,48,33,33,36,37,41,42,44,44,52,54,35,25,60,60,80,80,52,52,78,78,83,83,173,185,248,264,187,199,246,262,187,199,211,227,134,186,117,133,176,180,1,888
50,48,33,33,36,37,41,42,44,44,53,53,45,25,50,60,80,80,51,52,78,79,83,83,133,161,244,264,183,195,242,262,183,195,207,235,134,134,109,109,184,192,1,888
51,48,33,34,36,36,41,41,44,44,54,54,45,25,60,60,80,80,52,52,78,79,83,83,169,173,244,264,183,195,242,262,183,195,227,267,162,186,89,113,116,172,1,888
52,48,34,34,36,36,41,41,44,44,52,54,45,25,60,60,70,80,52,52,78,79,83,83,149,185,252,276,255,259,250,274,255,259,195,211,134,214,89,105,168,196,1,888
53,48,34,34,36,36,41,42,43,44,51,52,25,25,50,60,80,80,52,52,78,79,83,83,149,177,236,260,255,263,234,258,255,263,207,259,194,202,85,109,168,196,1,888
54,48,34,34,36,36,41,42,44,44,51,54,35,25,60,60,80,80,51,51,79,79,83,83,129,189,244,260,171,243,242,258,171,243,255,263,134,186,89,113,104,180,9,888
55,48,34,34,37,37,41,42,44,44,51,52,35,25,60,60,70,80,51,52,78,79,83,83,129,145,244,260,171,243,242,258,171,243,215,219,134,166,89,97,180,188,1,888
56,48,33,34,36,36,41,41,44,44,52,53,45,25,60,60,70,80,51,52,79,79,83,83,121,197,260,268,255,259,258,266,255,259,231,235,194,202,125,161,112,180,1,888
57,48,34,34,36,37,41,42,44,44,52,52,45,25,60,60,70,80,51,52,79,79,83,83,141,201,256,264,195,251,254,262,195,251,247,271,170,182,105,129,172,184,1,888
58,48,33,34,36,36,41,41,44,44,51,51,45,25,60,60,80,80,51,52,78,79,83,83,141,157,252,276,207,259,250,274,207,259,227,231,134,166,85,125,112,116,555,888
59,48,33,34,36,36,42,42,44,44,51,51,45,35,60,60,?,?,?,?,78,79,83,83,141,169,244,272,187,287,242,270,187,287,219,231,170,186,105,109,100,176,1,888
60,48,33,34,36,36,41,41,44,44,54,54,45,45,60,60,70,70,51,51,78,78,83,83,173,173,240,240,183,199,238,238,183,199,211,263,134,206,117,117,180,192,1,888
61,48,34,34,37,37,41,42,44,44,51,54,45,25,60,60,70,70,52,52,79,79,83,83,153,169,240,268,183,231,238,266,183,231,211,259,186,214,125,137,104,136,1,888
62,48,33,33,36,36,41,42,44,44,51,54,45,25,50,60,70,80,51,52,79,79,83,83,129,185,252,272,191,263,250,270,191,263,239,259,134,158,89,117,188,196,9,888
63,48,34,34,36,36,41,41,44,44,52,54,25,25,60,60,70,80,?,?,79,79,83,83,169,169,236,264,175,183,234,262,175,183,211,291,134,174,89,113,160,184,1,888
64,48,33,34,36,36,41,42,44,44,52,54,45,35,60,60,80,80,51,51,78,79,83,83,177,181,240,268,235,243,238,266,235,243,239,243,134,174,105,129,172,204,9,888
65,48,34,34,36,36,42,42,44,44,51,53,45,25,60,60,70,80,52,52,79,79,83,83,157,169,240,256,175,191,238,254,175,191,219,219,202,246,89,89,184,184,1,888
66,48,33,33,36,36,41,41,44,44,51,52,45,25,60,60,70,80,51,52,78,79,83,83,141,161,236,244,183,203,234,242,183,203,267,271,134,182,105,121,124,184,1,888
67,48,34,34,36,36,41,41,44,44,?,?,25,25,60,60,80,80,51,52,78,79,83,83,165,197,252,268,175,307,250,266,175,307,219,219,162,230,113,121,168,184,1,888
68,48,34,34,36,36,41,42,44,44,51,54,25,25,50,60,80,80,?,?,78,79,83,83,125,141,252,272,187,199,250,270,187,199,207,235,134,214,85,133,112,128,1,888
69,48,34,34,36,36,41,42,44,44,51,53,25,25,60,60,80,80,52,52,79,79,83,83,129,137,240,272,175,191,238,270,175,191,207,259,134,170,89,89,144,180,1,888
70,48,33,34,36,36,41,42,44,44,54,53,25,25,60,60,80,80,52,52,78,79,83,83,133,185,256,272,191,219,254,270,191,219,215,215,182,186,105,133,104,172,9,888
71,48,33,34,36,37,41,42,44,44,54,54,45,45,60,60,80,80,52,52,78,79,83,83,161,177,240,272,175,263,238,270,175,263,243,267,134,186,93,145,108,112,1,888
72,48,33,33,36,36,42,42,44,44,51,54,45,25,60,60,80,80,51,52,79,79,83,83,121,161,256,268,179,187,254,266,179,187,211,255,134,162,89,105,112,180,1,888
73,48,33,34,36,36,41,41,44,44,51,53,25,25,60,60,80,80,52,52,79,79,83,83,165,185,256,272,183,183,254,270,183,183,211,271,170,202,85,109,120,180,1,888
74,48,34,34,36,36,41,42,44,44,51,53,35,25,50,60,70,80,?,?,79,79,83,83,129,129,240,248,191,203,238,246,191,203,207,239,134,190,85,109,108,184,1,888
75,48,33,34,36,37,41,41,44,44,52,53,45,35,60,60,80,80,51,52,79,79,83,83,133,177,244,272,179,179,242,270,179,179,207,219,134,154,109,117,100,172,1,888
76,48,34,34,36,37,41,41,44,44,52,52,45,25,60,60,70,80,52,52,78,79,83,83,141,173,252,256,191,263,250,254,191,263,211,231,134,186,113,113,116,224,1,888
77,48,33,34,36,37,42,42,44,44,51,52,45,25,60,60,70,80,?,?,79,79,83,83,121,169,256,264,183,255,254,262,183,255,235,255,170,198,105,145,108,172,1,888
78,48,33,33,36,37,41,42,44,44,52,54,45,25,60,60,80,80,?,?,78,79,82,83,169,177,240,264,179,179,238,262,179,179,219,255,134,210,113,137,124,204,9,888
79,48,34,34,36,36,42,42,44,44,54,53,45,45,50,60,80,80,?,?,79,79,83,83,125,177,244,252,171,179,242,250,171,179,207,211,178,210,117,121,172,184,1,888
80,48,33,34,36,36,42,42,44,44,51,54,45,25,60,60,80,80,51,52,79,79,83,83,173,189,248,256,187,187,246,254,187,187,215,219,134,158,105,113,184,216,1,888
81,48,33,33,36,36,42,42,44,44,51,54,45,25,60,60,80,80,?,?,79,79,83,83,157,193,256,260,187,271,254,258,187,271,207,239,166,206,85,113,104,112,1,888
82,48,33,33,36,37,41,42,44,44,51,53,45,25,60,60,80,80,?,?,78,79,83,83,157,181,252,268,195,251,250,266,195,251,235,243,174,186,109,141,108,172,1,888
83,48,33,34,36,36,42,42,44,44,52,54,45,25,60,60,80,80,52,52,79,79,83,83,125,165,252,268,179,247,250,266,179,247,211,227,134,182,97,109,212,96,1,888
84,48,33,33,37,37,41,42,44,44,51,53,?,?,60,60,80,80,52,52,79,79,83,83,141,153,248,256,175,247,246,254,175,247,211,227,134,134,89,109,124,200,1,888
85,48,33,34,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,83,83,157,181,252,256,187,259,250,254,187,259,211,227,170,202,113,129,188,196,1,888
86,48,33,33,36,36,42,42,44,44,51,52,25,25,60,60,80,80,52,52,79,79,83,83,165,181,236,256,183,263,234,254,183,263,211,227,166,190,105,121,188,224,1,888
87,48,33,34,36,36,41,41,44,44,54,53,45,25,60,60,80,80,51,52,79,79,82,83,149,169,248,276,211,247,246,274,211,247,219,243,138,158,85,89,180,192,1,888
88,48,34,34,36,37,41,41,44,44,52,54,25,25,60,60,70,80,?,?,78,79,83,83,113,137,240,248,187,255,238,246,187,255,211,223,202,206,89,89,100,180,1,888
89,48,33,34,36,36,42,42,44,44,51,53,45,25,60,60,70,80,52,52,78,79,83,83,125,185,260,272,171,255,258,270,171,255,243,263,134,174,125,137,116,196,1,888
90,48,33,34,36,37,41,42,44,44,52,54,25,25,50,60,80,80,52,52,78,79,83,83,157,165,236,272,183,295,234,270,183,295,227,259,134,134,89,141,224,224,1,888
91,48,33,33,36,37,41,42,44,44,54,54,45,25,60,60,80,80,52,52,79,79,83,83,169,221,268,268,187,219,266,266,187,219,251,267,134,170,89,125,112,112,1,888
92,48,34,34,36,36,41,42,44,44,51,54,25,25,60,60,70,80,52,52,78,79,?,?,125,157,268,284,175,259,266,282,175,259,227,251,134,230,121,141,180,204,1,888
93,48,33,34,36,36,41,41,44,44,54,53,45,25,50,60,80,80,?,?,78,79,83,83,125,133,236,252,191,199,234,250,191,199,207,211,134,134,113,129,112,172,1,888
94,48,33,33,36,36,41,42,44,44,54,53,35,25,60,60,80,80,51,51,79,79,83,83,149,185,240,268,191,263,238,266,191,263,235,251,134,230,89,93,112,172,9,888
1,49,33,34,36,37,41,41,44,44,52,52,45,35,60,60,80,80,52,52,79,79,83,83,153,165,264,276,183,187,258,266,219,239,203,223,134,194,109,121,180,192,1,888
2,49,33,34,36,36,41,41,44,44,52,54,45,25,50,60,80,80,52,52,78,79,83,83,141,149,272,288,195,243,266,270,199,219,219,243,134,170,129,129,112,132,1,888
3,49,33,33,36,36,42,42,44,44,51,53,?,?,60,60,80,80,52,52,78,79,83,83,129,169,240,252,255,311,266,270,211,231,215,223,134,162,101,101,148,228,4,888
4,49,34,34,36,36,41,41,44,44,51,51,45,25,50,60,80,80,51,52,79,79,83,83,177,185,252,272,183,235,266,282,199,219,223,255,170,170,117,133,112,116,1,888
5,49,33,34,36,37,42,42,44,44,54,53,45,35,50,60,80,80,52,52,78,79,83,83,137,185,252,292,179,195,266,278,199,231,219,259,134,158,109,113,124,128,4,888
6,49,33,33,36,36,41,42,43,44,51,54,25,25,60,60,80,80,52,52,78,79,83,83,153,157,240,252,183,207,258,270,199,227,215,219,158,186,109,129,136,200,1,888
7,49,33,34,36,36,41,42,44,44,52,53,45,35,60,60,80,80,51,52,?,?,83,83,129,173,248,260,207,311,262,274,207,215,231,231,134,174,113,121,112,224,1,888
8,49,33,34,36,36,41,42,44,44,54,54,45,45,60,60,80,80,52,52,78,79,82,83,113,121,252,264,175,259,266,270,223,239,211,215,134,170,129,133,204,204,1,888
9,49,33,33,36,37,41,42,44,44,51,54,25,25,60,60,80,80,52,52,79,79,83,83,133,137,260,272,183,183,258,282,199,211,219,231,166,206,109,109,176,96,1,888
10,49,34,34,36,36,41,42,44,44,51,52,?,?,50,60,70,80,52,52,78,79,83,83,165,181,268,272,195,255,270,278,179,231,231,251,134,186,109,121,124,132,4,888
11,49,33,34,36,36,41,42,44,44,52,52,45,45,50,60,80,80,51,52,79,79,82,83,133,161,260,260,235,259,262,270,215,247,211,219,134,134,105,121,200,228,1,888
12,49,33,34,36,36,41,41,44,44,52,54,45,45,60,60,80,80,52,52,79,79,83,83,173,185,244,244,179,187,262,270,219,223,227,231,170,222,101,129,116,152,1,888
13,49,33,33,36,37,41,42,44,44,51,53,45,35,60,60,80,80,52,52,78,79,83,83,145,177,248,256,183,199,270,274,223,223,219,259,134,182,105,133,124,152,1,888
14,49,33,33,36,36,41,42,44,44,54,53,45,45,60,60,70,80,51,52,78,79,83,83,137,149,244,272,171,239,266,270,199,243,215,255,134,218,121,137,108,180,4,888
15,49,33,34,36,36,41,41,44,44,51,52,45,45,60,60,80,80,52,52,79,79,82,83,129,181,264,272,175,191,274,282,207,207,211,239,158,206,89,141,172,176,1,888
16,49,33,34,36,36,42,42,44,44,54,54,45,35,50,60,80,80,52,52,79,79,83,83,141,149,240,256,175,311,266,294,199,227,231,247,178,194,89,89,124,200,1,888
17,49,33,34,36,36,41,42,44,44,52,53,45,45,60,60,80,80,51,52,78,78,82,83,121,177,248,284,187,195,258,266,211,235,215,215,162,210,105,133,132,212,1,888
18,49,33,33,36,36,41,42,44,44,52,54,25,25,50,50,80,80,52,52,78,78,83,83,149,177,256,256,175,255,266,270,203,231,219,227,134,158,89,105,124,124,1,888
19,49,33,34,36,36,41,42,44,44,54,54,?,?,60,60,70,80,52,52,78,79,83,83,129,157,256,264,187,231,270,286,219,235,239,275,134,134,117,129,188,188,1,888
20,49,33,33,36,37,42,42,44,44,51,51,45,25,60,60,80,80,52,52,78,79,83,83,153,153,240,252,183,187,266,270,219,223,207,219,206,226,85,117,180,228,1,888
21,49,33,34,36,37,42,42,44,44,51,52,?,?,60,60,80,80,51,52,78,79,82,83,133,189,252,256,203,211,266,282,215,251,227,243,134,206,105,125,124,188,1,888
22,49,33,34,36,36,41,41,44,44,51,54,45,25,50,60,80,80,52,52,79,79,82,83,137,177,236,256,187,195,258,262,215,223,207,231,170,186,89,105,192,220,1,888
23,49,33,33,36,37,42,42,44,44,51,53,25,25,50,50,80,80,51,52,79,79,83,83,157,165,244,260,179,211,266,274,215,223,219,223,158,166,117,125,180,184,1,888
24,49,33,34,36,36,41,41,44,44,54,54,45,45,60,60,80,80,52,52,78,79,83,83,137,153,252,260,179,239,266,270,219,235,195,251,186,206,101,133,196,200,1,888
25,49,34,34,36,37,41,42,44,44,54,54,45,45,60,60,80,80,52,52,78,79,83,83,161,185,244,268,183,267,262,270,199,207,207,215,134,138,93,129,176,188,1,888
26,49,34,34,36,36,41,42,44,44,54,54,45,45,50,60,80,80,52,52,79,79,83,83,181,193,240,252,183,183,270,282,199,239,235,247,178,230,97,105,108,168,1,888
27,49,34,34,36,36,42,42,44,44,54,53,45,25,60,60,80,80,?,?,78,78,83,83,177,185,244,256,179,187,270,278,199,203,219,255,166,174,89,113,224,228,1,888
28,49,33,34,36,36,41,42,43,44,51,51,45,25,50,60,70,80,51,52,78,79,83,83,117,165,232,264,183,191,270,274,191,211,211,215,170,170,105,109,120,148,4,888
29,49,33,33,37,37,41,42,43,44,52,53,25,25,60,60,80,80,52,52,78,79,83,83,133,133,252,256,187,247,262,266,223,255,203,243,134,226,105,133,164,216,1,888
30,49,33,33,36,36,41,42,44,44,54,53,45,25,50,60,70,80,52,52,78,78,83,83,141,149,244,268,183,187,270,294,195,215,227,231,138,226,93,105,120,128,1,888
31,49,33,33,36,36,42,42,44,44,52,52,25,25,60,60,80,80,52,52,79,79,83,83,125,145,244,252,183,211,278,282,199,219,215,259,134,182,113,133,196,228,1,888
32,49,33,34,36,36,41,41,44,44,52,53,25,25,50,60,70,80,51,52,79,79,83,83,117,141,256,256,183,263,270,270,199,199,215,215,162,162,89,117,180,180,1,888
33,49,33,34,36,36,41,41,44,44,52,53,35,35,60,60,80,80,52,52,78,79,82,83,117,181,240,272,179,203,266,290,191,199,199,219,134,170,117,157,116,192,1,888
34,49,34,34,36,36,41,42,44,44,52,54,25,25,50,60,80,80,52,52,78,78,83,83,165,197,252,272,175,187,266,274,211,219,215,219,134,182,105,129,188,224,4,888
35,49,33,34,36,37,41,42,44,44,52,54,25,25,60,60,80,80,52,52,?,?,83,83,165,177,252,252,303,315,270,278,179,235,219,231,194,198,125,125,180,224,1,888
36,49,34,34,36,36,41,42,44,44,54,53,45,45,60,60,70,80,51,51,79,79,82,83,141,149,248,268,255,263,266,270,179,203,211,243,134,218,105,133,112,176,1,888
37,49,33,34,36,37,41,42,43,44,53,53,25,25,60,60,80,80,52,52,78,79,83,83,141,153,244,252,255,315,274,278,199,231,231,231,198,214,105,129,164,176,1,888
38,49,34,34,36,36,41,42,44,44,51,53,45,25,60,60,80,80,51,52,?,?,83,83,113,125,252,260,179,211,274,278,211,235,215,219,134,134,105,157,180,192,1,888
39,49,33,34,36,36,42,42,44,44,51,51,?,?,50,60,80,80,52,52,79,79,83,83,133,169,252,252,183,247,270,270,223,231,207,227,138,178,109,109,120,152,1,888
40,49,33,34,36,36,41,42,44,44,52,54,25,35,50,60,80,80,51,52,?,?,83,83,141,145,236,280,179,183,270,274,211,267,223,247,186,230,89,89,188,188,1,888
41,49,33,33,36,36,41,41,44,44,51,52,45,45,60,60,80,80,51,52,79,79,83,83,129,133,240,248,207,247,270,274,219,219,235,279,186,202,109,117,164,204,1,888
42,49,33,34,36,36,42,42,44,44,51,51,25,25,60,60,80,80,51,52,78,79,83,83,137,165,232,244,183,203,270,274,203,207,227,235,162,210,85,105,172,176,1,888
43,49,33,33,36,36,41,42,44,44,51,53,45,25,60,60,80,80,52,52,79,79,83,83,137,173,240,252,187,231,270,286,211,255,227,259,206,214,89,93,188,196,1,888
44,49,33,33,36,36,42,42,44,44,54,53,25,35,60,60,80,80,52,52,78,79,83,83,125,141,236,268,183,259,270,270,191,211,215,219,134,178,89,157,108,124,4,888
45,49,33,34,36,36,41,41,44,44,51,52,45,25,50,60,70,80,52,52,78,79,83,83,133,149,268,272,171,239,270,290,179,187,219,259,138,222,109,133,132,180,1,888
46,49,34,34,36,36,41,41,44,44,53,53,45,45,50,60,80,80,51,52,79,79,83,83,137,157,248,252,199,251,266,270,215,239,211,219,134,134,93,129,128,188,1,888
47,49,33,34,36,36,42,42,44,44,51,52,25,25,60,60,80,80,52,52,78,79,83,83,149,165,240,256,175,175,266,266,219,239,195,243,138,170,89,117,180,188,1,888
48,49,34,34,36,36,41,41,44,44,51,54,25,35,50,60,80,80,52,52,78,79,83,83,141,185,236,252,195,195,274,294,199,215,243,263,158,174,129,129,188,224,1,888
49,49,33,34,36,37,41,42,44,44,51,52,45,35,60,60,70,80,?,?,79,79,83,83,129,165,256,264,171,275,266,278,235,243,203,215,138,178,89,129,176,176,1,888
50,49,33,34,36,36,41,42,44,44,52,53,45,25,60,60,80,80,52,52,78,79,83,83,137,169,252,260,179,183,266,286,211,267,207,211,134,170,109,133,96,132,4,888
51,49,33,34,36,36,41,42,44,44,52,52,45,25,60,60,80,80,52,52,78,79,82,83,121,181,224,268,171,263,262,270,211,231,219,243,138,218,101,133,164,204,1,888
52,49,33,34,36,36,41,42,44,44,51,52,45,25,60,60,80,80,52,52,78,79,83,83,137,149,256,308,183,295,266,274,179,199,199,215,134,170,105,105,196,216,1,888
53,49,33,34,36,36,41,42,44,44,51,52,25,35,60,60,80,80,52,52,78,79,83,83,117,181,244,244,175,291,262,270,195,207,211,255,134,186,89,109,128,180,4,888
54,49,33,34,36,37,41,42,44,44,51,53,35,35,50,60,80,80,52,52,79,79,83,83,137,165,248,252,179,259,270,282,227,231,207,259,134,166,85,109,184,188,1,888
55,49,33,33,36,36,41,42,44,44,52,54,25,25,50,60,80,80,51,52,79,79,83,83,161,165,252,292,231,247,282,294,191,199,219,279,134,138,85,89,184,188,1,888
56,49,33,34,36,36,41,41,44,44,51,53,25,35,50,60,80,80,52,52,78,79,83,83,129,141,244,252,179,187,266,274,219,227,219,219,134,174,117,117,124,124,1,888
